 ,sa_score,logp,qed,heavy_atom_count,molecular_weight,h_bond_donors,h_bond_acceptors,lipinski_violations,pass_lipinski,ring_3_count,ring_3_prob,ring_4_count,ring_4_prob,ring_5_count,ring_5_prob,ring_6_count,ring_6_prob,ring_7_count,ring_7_prob,ring_8_count,ring_8_prob,ring_9_count,ring_9_prob,ring_10_count,ring_10_prob,ring_11_count,ring_11_prob,total_rings,error
c1ccccc1[C@H]1C(=C2[C@@H](C=CC=C2)C=C1)O,3.806355704,3.8943,0.714488738,17,222.1044651,1,1,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
c12C3=CC4=C(C[C@H](C4)CC)C[C@H]3Nc1ccc(F)c2,4.024598933,4.5235,0.777412034,19,255.1423278,1,1,0,TRUE,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
c12c(c3c(cc1c1c(nc4NCCC=Cc4n1)[nH]2)cccc3)O,3.312242262,3.7987,0.46173651,23,302.1167611,3,4,0,TRUE,0,0,0,0,1,0.2,3,0.6,1,0.2,0,0,0,0,0,0,0,0,5,
[C@@H]12C(=CC=CC=C2)C2=NCC3=CC4=C(OC3=C[C@H]([C@H]2O1)O)CC=NC4,5.58150665,2.1908,0.738519872,25,334.1317424,1,5,0,TRUE,0,0,0,0,1,0.2,2,0.4,1,0.2,1,0.2,0,0,0,0,0,0,5,
c1cc([C@H](N)[C@@H]2C3=CC=CCC=C3N2)ccc1C(=O)N,3.897443201,1.5273,0.776466639,20,267.1371622,3,3,0,TRUE,0,0,1,0.333333333,0,0,1,0.333333333,1,0.333333333,0,0,0,0,0,0,0,0,3,
C1=C2C3=C(c4c(cc(cc4)F)C3)C=N[C@@H]2C=CC=C1,3.928583058,3.6408,0.665333005,19,249.0953776,0,1,0,TRUE,0,0,0,0,1,0.25,2,0.5,1,0.25,0,0,0,0,0,0,0,0,4,
C1c2c(cccc2)[C@@H]2C1=CN=C1N(CCCCN1)C2,3.576722055,2.2652,0.767796635,19,253.1578976,1,3,0,TRUE,0,0,0,0,1,0.25,1,0.25,2,0.5,0,0,0,0,0,0,0,0,4,
O1NN(O)[C@H](c2ccccc2)C2=C1C[C@H](C2)F,4.215063986,2.2547,0.784643721,17,236.0961059,2,4,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
N[C@@H]([C@H]1CC2=C(N1)NC(=N)C2=C(O)c1ccccc1)C,4.066186434,1.45687,0.52581469,20,270.1480612,5,4,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
[C@@H]1(c2c(cccc2)NC2=C([C@@H](C)N1)N(C1=NCC3=CC(=CC=CC3=C1C=C2)CC)N)C,4.719144542,4.6496,0.588751072,31,411.2422959,3,5,0,TRUE,0,0,0,0,0,0,2,0.4,2,0.4,1,0.2,0,0,0,0,0,0,5,
C1N2C(=Nc3c(c4cc(CN)cnc4[nH]3)C2)CNNC1,3.86193822,-0.025,0.584401009,20,271.1545435,4,6,0,TRUE,0,0,0,0,1,0.25,2,0.5,1,0.25,0,0,0,0,0,0,0,0,4,
c1cccc2nc3C[C@@H](O)[C@@H](n3c12)CCOCCCC,3.438416313,2.7012,0.823868464,20,274.1681279,1,4,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
C1(=C2NNC(=C2C[C@@H]1[C@H]1C=CCC=N1)C)O,4.825634427,1.557,0.584106691,16,217.1215121,3,4,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
c1(c(c(cc2c1cnc1c2CC1)C)C)C,2.601027624,3.25866,0.631387748,15,197.1204495,0,1,0,TRUE,0,0,1,0.333333333,0,0,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
C1=CC(=C=C2Cc3c(cccc3NC2=N)F)CC(=C1)F,4.069868832,4.03597,0.685750716,20,270.0968548,2,1,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
C(=Nc1cc2c(nc3N=CNC(=Cc3c2)C)[nH]c1=N)c1cnc(cc1)F,3.998699643,2.95087,0.49042179,26,347.1294717,3,6,0,TRUE,0,0,0,0,0,0,3,0.75,1,0.25,0,0,0,0,0,0,0,0,4,
[C@@H]12c3c(CC2)c(ccc3C=NC1)Oc1c(cc(F)cc1)F,3.293772669,4.2194,0.809245642,21,285.0965205,0,2,0,TRUE,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,4,
N1=C2[C@H](C=CC1=N)c1c(N2)[nH]c2cc3c(c(ccc3)OC)cc12,3.910679583,3.78437,0.639674512,23,302.1167611,3,3,0,TRUE,0,0,0,0,2,0.4,3,0.6,0,0,0,0,0,0,0,0,0,0,5,
c12CNC3=C(Cc(c13)nc(C)c2)C1=CCC=NC1=N,4.122695937,2.13859,0.801796627,19,250.1218464,2,3,0,TRUE,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
O=C1[C@H]2C(=C(N[C@@H]2OC)C)C=C2N1c1c(cc(cc1)F)N2,4.204813598,1.9051,0.828177475,21,287.1070049,2,4,0,TRUE,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
c1c(C(=O)NC(=O)C)cc2ccccc2c1,1.61640386,2.1161,0.788196385,16,213.0789786,1,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
C1=CC2=c3ccccc3=CCC2=CC=C1C,3.280337019,2.464,0.611450482,16,206.1095504,0,0,0,TRUE,0,0,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,3,
C(CO)[C@@H](O)C,2.930855158,-0.2504,0.490542915,6,90.06807956,2,2,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
C1C2=C3C(=NNC2=C2[C@H]1[C@@H]([C@@H](O)C1CCCC1)N(C)c1c(cccc1)N2)C1=C(NNC1)C3,4.916999472,2.7209,0.496323755,32,430.2481096,5,7,0,TRUE,0,0,0,0,4,0.571428571,2,0.285714286,1,0.142857143,0,0,0,0,0,0,0,0,7,
c1ccc(cc1)c1ccc(nc1)C(=O)O,1.588104496,2.4468,0.807674327,15,199.0633285,1,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
C1(F)(C[C@H]([C@@H](O)[C@H]1O)[C@H]1Cc2c3c(cnc2N1)CC=CC3)F,5.025802172,1.45,0.687182131,22,308.1336343,3,4,0,TRUE,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
C1=CC=C(C=CC1)C1=CCc2c(C=C1)c1ccccc1o2,3.437408456,5.371,0.679758457,21,272.1201151,0,1,1,TRUE,0,0,0,0,1,0.25,1,0.25,2,0.5,0,0,0,0,0,0,0,0,4,
n1c2c(cc3c(cccc3)c2)ccc1,1.651717948,3.388,0.481897576,14,179.0734993,0,1,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
C1(=C2C[C@@H]3C(=C2CN1)N(C)C1=C3CC[C@H]1C)C1=CCC=CC1,4.983652066,4.0235,0.734254026,22,292.1939488,1,2,0,TRUE,0,0,0,0,4,0.8,1,0.2,0,0,0,0,0,0,0,0,0,0,5,
C1CC(=O)CC2=C(F)[C@@H](CC(=O)[C@@H]12)C1=C(O)C=C[C@@H]2C(=O)CC[C@H]2C1,4.898491242,3.5355,0.789709173,25,344.1423874,1,4,0,TRUE,0,0,0,0,1,0.25,2,0.5,1,0.25,0,0,0,0,0,0,0,0,4,
C1[C@H](C(C)C)NC(=N)N1C1CCCC1,3.544092532,1.79357,0.704891041,14,195.1735477,2,1,0,TRUE,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,
c12=NNCN(C(=O)c3ccccc3N)C(=O)C=c1ccc(N)c2,3.157879418,-0.6042,0.480467347,23,309.1225747,3,6,0,TRUE,0,0,0,0,0,0,2,0.666666667,0,0,1,0.333333333,0,0,0,0,0,0,3,
N1=CNCCc2c1ncc(N[C@@H](CC)C)n2,4.005605058,1.4925,0.808225162,16,219.1483955,2,5,0,TRUE,0,0,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,2,
c1cc2C3=NC=Cc4c([C@@H]3C=Nc2c(F)c1C#N)cccc4,3.79006513,3.97048,0.72285239,22,287.0858755,0,3,0,TRUE,0,0,0,0,0,0,3,0.75,1,0.25,0,0,0,0,0,0,0,0,4,
c1(cc(C)c(cn1)OC)[C@@H]1C=Nc2c3-c(c4Cc5c(-c24)cc(nc5)COC)c[nH]cc13,4.211560621,4.79192,0.462272067,31,410.1742759,1,5,0,TRUE,0,0,0,0,2,0.333333333,4,0.666666667,0,0,0,0,0,0,0,0,0,0,6,
N12C3=CC(=NCC4=NC(=O)[C@@H](NCc5c(C)cc(C(=O)N)cc5)CCC4)CC=C3C[C@@H]2C=CC=C1,4.661466569,3.51642,0.665792249,35,469.2477752,2,5,0,TRUE,0,0,0,0,1,0.2,3,0.6,1,0.2,0,0,0,0,0,0,0,0,5,
C1(=C(C=C[C@@H](C=C1)O)N)[C@@H]1C=NCC=C1,5.190555393,0.9429,0.621681817,15,202.1106131,2,3,0,TRUE,0,0,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,2,
c1(CCCCO)ccc(c([C@@]2(NC(=O)[C@H](C3=NCC(=C4C=CC(=CC4)C)N3)C(=N)N2)F)c1)O,4.787758316,2.26187,0.290723485,33,453.217618,6,6,1,TRUE,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,4,
c1ccc(cc1N)C(=O)C1=CCN2[C@H]3C(=CC=CC3=NC=C2[C@H]1NC)F,4.483946653,2.3693,0.648556592,26,350.1542894,2,5,0,TRUE,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,4,
O=C(c1cc(nnc1)N=C1CC[C@@H](N(C(=O)c2ccc(cc2)Cl)C(=O)O)C1)O,3.616217716,3.2736,0.800965101,28,402.0730973,2,6,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
c1cccc(c1)C(=O)C1=C(C)CC2=NC(=NC[C@@H]12)CC1=CCC=C[C@H]1Cl,4.499780765,4.9426,0.423431165,26,364.134241,0,3,0,TRUE,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,4,
c12c(ccnc2)[C@@H](C)C(=Cc2ccccc2)CC1,2.996624448,4.2149,0.721011342,18,235.1360995,0,1,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
C1(=C[C@@H](C=C[C@H](C1=N)c1cc(ccc1)CN)[C@@H]1[C@@H](F)C=C(O)C(=C1)NC(=O)O)N,4.915475697,2.83857,0.431941722,29,398.1754188,6,5,1,TRUE,0,0,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,3,
n1cc2C[C@H](C[C@@H]3c2c(c1)[C@@H](F)[C@@H]1[C@@H](O)c2c(ccc(N(C)C)c2O)C=C31)F,5.111757797,3.9921,0.780629291,28,384.1649344,2,4,0,TRUE,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,5,
c12C(=O)N3[C@H]4c5c(cc6c(cccn6)c5NC4=O)[C@@H]3c2cc(C)cc1O,3.894164117,2.80082,0.657477229,26,343.0956913,2,4,0,TRUE,0,0,0,0,3,0.5,3,0.5,0,0,0,0,0,0,0,0,0,0,6,
C12=CCC=C([C@@H]1S[C@@H]1[C@@H](C)[C@H](OC)C=C[C@H]21)N=C[C@H]1C=C[C@H]([C@H](C)CN)C=C1O,6.088789072,4.4312,0.517692682,29,412.2184493,2,5,0,TRUE,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,4,
[C@@H]12C(=Nc3cccc(C)c3)C(=CC=C1C1=C(C2)CCN1O)C=O,4.170902984,3.50172,0.850828836,23,306.1368278,1,4,0,TRUE,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
C1=C(CC=CC2=C1C=CC(=C(O)[C@H]2O)C1CN(C)C1)C,4.257310615,2.4936,0.769848246,20,271.1572289,2,3,0,TRUE,0,0,1,0.333333333,0,0,0,0,2,0.666666667,0,0,0,0,0,0,0,0,3,
C1(=CC=C2c3c(NN2[C@@H]1C)[nH]c1c3cc2OCCc2c1)[C@H]([C@H](C(=O)O)CO)C,4.675940074,2.7439,0.650204451,28,381.1688562,4,5,0,TRUE,0,0,0,0,3,0.6,2,0.4,0,0,0,0,0,0,0,0,0,0,5,
C1(=CC(=O)N)CC[C@@H](C2=C3N(NC2=C)CC2=CC=CCC2=CC3)C1,4.691701092,3.0026,0.768780329,24,321.1841124,2,3,0,TRUE,0,0,0,0,2,0.5,1,0.25,1,0.25,0,0,0,0,0,0,0,0,4,
c1(c(CN)[nH]c(n1)NCN)Cl,3.651668029,-0.1501,0.481051455,11,175.062473,4,4,0,TRUE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
C1[C@@H](c2ccc(CO)cc2F)[C@@H](C(=O)N)N1C1=C[C@H](O)C(=CC1)C(C)C,4.373624147,1.802,0.699079171,26,360.1849209,3,4,0,TRUE,0,0,1,0.333333333,0,0,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
c1ccc(cc1)[C@@H]1C=NCC(=C1)F,3.504266708,2.708,0.621912032,13,175.0797275,0,1,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
C1=NCC[C@H]([C@H]2CC[C@@H](CC(=O)C)O2)C1,4.273214395,1.9939,0.712689084,15,209.1415788,0,3,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
N12C(=O)NCCC[C@@H]2Cc2c1nnc1nc(ccc21)C,3.568589423,1.56772,0.787680156,20,269.1276601,1,4,0,TRUE,0,0,0,0,1,0.25,2,0.5,1,0.25,0,0,0,0,0,0,0,0,4,
C1=C(O)C(=CCC1=CC1=C(CC2=NNc3c4ccccc4ccc3C2=C1)F)O,3.842670793,5.8459,0.588588214,28,372.127406,3,4,1,TRUE,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,5,
C1C2=C(C(=O)O)CC=CC2=C2NN[C@@H](C(=O)O)[C@H]12,4.558297779,0.1625,0.555483438,18,248.0797069,4,4,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
C1=CC2=C(CNC2=NC2=C([C@H](C(=CC2)O)C)O)[C@H]2c3ccccc3[C@@H]12,4.943251609,3.9868,0.728491657,25,332.1524779,3,3,0,TRUE,0,0,1,0.2,1,0.2,3,0.6,0,0,0,0,0,0,0,0,0,0,5,
n1cccc2c1C=C[C@H]([C@H](C(=O)O)O)C=C2,4.015057905,1.1833,0.780032553,16,217.0738932,2,3,0,TRUE,0,0,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,2,
c12nnc(cc1[C@@H](NN2)CC1=Nc2c(cccc2)C2=NCCO[C@H]12)[C@H](CC)C,4.783905619,3.3256,0.85511975,28,376.2011594,2,7,0,TRUE,0,0,0,0,1,0.2,4,0.8,0,0,0,0,0,0,0,0,0,0,5,
Cc1cc(ncc1C)[C@H]1C(=S)C(=CC=C1)N1CCC(=C)C1=O,4.08707006,3.39414,0.619925704,22,310.1139842,0,3,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
C12=CC(=C(N)C(=O)C1=CN[C@@H]1Cc3ccccc3[C@]21C)O,4.372377874,1.5935,0.674425657,21,280.1211778,3,4,0,TRUE,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,4,
N1=CC2=C(CC1=N)C[C@@H](C)C2,4.70160564,2.16467,0.546253291,11,148.1000484,1,1,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
C1CN=CC2=C1N1[C@@H](OC3=C([C@@H](F)C(=NC3)[C@H]3OC4=C3CC=CC=C4)[C@@H]1C)C=C2,5.88834719,3.5474,0.686861389,29,391.1696052,0,5,0,TRUE,0,0,1,0.166666667,0,0,4,0.666666667,1,0.166666667,0,0,0,0,0,0,0,0,6,
C12=CC(=CCCC)C(=C[C@H]2C(=O)OC1)O,4.313053772,2.2678,0.704812779,15,206.0942943,1,3,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
C1[C@@H](Cc2cccc(C3=CC4=C=C5CC(=O)NC(=C5C=N[C@H]4C4=C3CCN4)C)c12)C,4.886019643,3.7643,0.711597916,30,395.1997624,2,3,0,TRUE,0,0,0,0,2,0.333333333,3,0.5,1,0.166666667,0,0,0,0,0,0,0,0,6,
c1(ccc(Nc2ccc(C)cn2)cc1)C,1.640185355,3.44204,0.799107904,15,198.1156984,1,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
C[C@H]1N=C(C)[C@@H](CC1)N=C1N=C[C@@H](CC1)CC,5.169781378,3.2875,0.701653178,17,233.1891977,0,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
c1cc(c2ccc3nc([nH]c3c2)CCC)ccc1,1.795975078,4.1824,0.725633774,18,236.1313485,1,1,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
C1(=C2C3=C(CC=C(C3)C3=C(F)CCC(=C3)Cl)NN2)CCC(=C1C)F,4.278890723,5.5,0.653438936,24,348.1204827,2,2,1,TRUE,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
c12Cc3c(-c1cc(c(O)c2)N1C(=O)[C@@H]2C(=C[C@H](F)[C@@H](NCc4cc(ccc4)F)C2)C=C1)cccc3,4.243041454,5.4056,0.419692288,35,470.1805844,2,3,1,TRUE,0,0,0,0,1,0.166666667,5,0.833333333,0,0,0,0,0,0,0,0,0,0,6,
N1C(=C2C(=CC=C(C(=O)O)C2)C1)C1=C(O)C2=C(C1)C1=C(SCCC1)C2,4.313707005,3.882,0.702735862,25,353.1085645,3,4,0,TRUE,0,0,0,0,3,0.6,2,0.4,0,0,0,0,0,0,0,0,0,0,5,
C1[C@@H](C2=C([C@@H](C=C3C2=N[C@H]2C4=CCC(=C(F)C4=NN=C([C@@H]32)C(=O)O)[C@H](C)C(=O)N)F)NC(=O)O)C=CC(=C1F)F,5.85820366,3.5226,0.377756459,40,559.1478817,4,6,1,TRUE,0,0,0,0,1,0.2,3,0.6,1,0.2,0,0,0,0,0,0,0,0,5,
c12c(cc3c(c2)cccc3)cnc2c1cccc2,1.787438503,4.5412,0.318416654,18,229.0891494,0,1,0,TRUE,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,4,
O=C(c1ccc2NC3=NCCC[C@@H]3c2c1)O,3.186153553,2.0862,0.755125508,16,216.0898776,2,3,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
C1[C@@H](c2ccccn2)NC[C@H]1c1ccccc1,2.952104156,2.8998,0.848061584,17,224.1313485,1,2,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
c1ccc(cc1)[C@]1(N[C@H]2C=CCC=CC2=N1)S,4.395758781,2.6556,0.574056646,17,242.0877694,2,3,0,TRUE,0,0,0,0,1,0.333333333,1,0.333333333,1,0.333333333,0,0,0,0,0,0,0,0,3,
C1=C(C)C=C[C@@H]2C3=CN4CC(=C5CNC(=N)C=C5[C@H](C)C4=C[C@@]3(F)NC2=C1)NNO,5.928036555,2.24907,0.310036834,30,408.2073876,6,6,1,TRUE,0,0,0,0,1,0.2,2,0.4,2,0.4,0,0,0,0,0,0,0,0,5,
n1c(C(C)C)nc(C(=CCO[C@H]([C@@H]2CC[C@H](OC)C2)C)S)[nH]1,4.49001651,3.419,0.754226575,22,325.1823981,2,5,0,TRUE,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,
C1=C2C(=N[C@H]3CC4=C(CC=C[C@@H]4C)CNC3=N2)C=CC1,5.202251874,2.9378,0.67171181,20,265.1578976,1,3,0,TRUE,0,0,0,0,0,0,3,0.75,1,0.25,0,0,0,0,0,0,0,0,4,
c12C(=C3NNC(=C3Cc1n1c(CCC1)n2)C)N,3.7357344,0.3945,0.601956963,17,229.1327455,3,5,0,TRUE,0,0,0,0,3,0.75,1,0.25,0,0,0,0,0,0,0,0,0,0,4,
O=C[C@H](C(=C1C=CC=CC=C1)C=N)CCO,4.4496977,1.81227,0.544694991,16,217.1102787,2,3,0,TRUE,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,
N1CCC(=NC(=O)NC(=O)[C@@H](C(F)(F)F)NC2=NCCC2=CCc2cccc(COCO)c2)C1=N,4.521494057,1.59237,0.363783521,35,494.1889379,5,7,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
O=c1[nH]oc2CC3=C(Cc12)[C@@H]1C=CC2=C4N(C[C@H](C)N4)CN=C2C1=NC3,5.255375316,0.9211,0.682247512,26,349.1538748,2,6,0,TRUE,0,0,0,0,2,0.333333333,4,0.666666667,0,0,0,0,0,0,0,0,0,0,6,
c1ccc(c(F)c1)[C@@H]1CCn2c3sc(nc3nc2SC1)NS(O)(O)O,3.934783126,4.462,0.512631823,25,402.0290316,4,9,0,TRUE,0,0,0,0,2,0.5,1,0.25,1,0.25,0,0,0,0,0,0,0,0,4,
c1c2c(ccn1)nc1c(c2)C(=O)C2=C(C(=C(F)C2)[C@@H]2C=CCC=C2)C1,3.744214777,4.4248,0.726792352,25,330.1168413,0,3,0,TRUE,0,0,0,0,1,0.2,4,0.8,0,0,0,0,0,0,0,0,0,0,5,
c1(ccccc1C1=NC(=NC(=O)O)c2c3c(cccc3)[nH]c2[C@H]1O)F,3.458481284,3.2679,0.635418685,25,337.0862695,3,2,0,TRUE,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,4,
C1=CC=C(C=C[C@H]1C(=N)[C@@H]1N=CC=C(C=C1)C(=O)O)F,4.943923796,2.62197,0.774937298,20,272.0961059,2,3,0,TRUE,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,
Cl[C@@]12[C@H]3C(=NC=C1)C(=CC=C3CC2)C(=O)C,4.925540982,2.7977,0.640718271,16,233.0607417,0,2,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
c1c(ncc2=NC3=NC[C@H](N3C=c12)C)c1ccc(cc1)O,3.735839503,0.8855,0.84229191,21,278.1167611,1,5,0,TRUE,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,4,
[C@@H]1(C2=C([C@H]3CCCC[C@H]3C)CN2)Cc2c(cnnc12)C,4.478428303,3.10832,0.896168399,20,269.1891977,1,3,0,TRUE,0,0,2,0.5,0,0,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
C1C2=C(N(C)C=C(C2)C(=O)N)[C@H]2CNC(=C12)NC,4.706693574,-0.0007,0.641200308,18,246.1480612,3,4,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
c1ccc(c(F)c1)COC(=O)Nc1ccc2NC=C(Cc2n1)CC=NCO,3.377612352,3.232,0.67869075,27,370.1441187,3,6,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
C(N)[C@H]1C[C@H](C(=O)S1)[C@H]1N=C[C@@H]2C(=N1)C1=C(C=NC(=N)C1)C2,5.900818088,1.21317,0.799980322,22,315.1153812,2,6,0,TRUE,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
[C@@H]1(CC2=C(CC3=C2[C@@H]2C(=NC4=C(C[C@@H](C(=O)OC)C4)C=C2)N=C3)C1)C[C@H](C)O,5.307237358,3.6702,0.761871496,28,378.1943427,1,5,0,TRUE,0,0,0,0,3,0.6,1,0.2,1,0.2,0,0,0,0,0,0,0,0,5,
OC1=C[C@@H]2[C@H](CC(=O)C2=C(C=C1)C1=NC2=C(N=C3C(=C(CC3)OC)C2)C1)C(=O)N=CCNC1=CCC(=CC1)NC,5.593610962,4.0632,0.419251675,40,539.2532545,3,8,1,TRUE,0,0,0,0,3,0.5,2,0.333333333,1,0.166666667,0,0,0,0,0,0,0,0,6,
C(=NC=C(S(O)O)CC=C=C(O)Nc1ccccc1)(F)Cl,4.310774655,4.396,0.231280729,21,332.0397692,5,5,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
C1=C2C(=CC=C[C@H]2C(=O)O)C(=CC[C@H]1O)NC1=C(C)N(c2[nH]cnc(=N)c2)CN1,5.163326621,0.80677,0.444377864,29,394.1753386,6,7,1,TRUE,0,0,0,0,1,0.25,2,0.5,1,0.25,0,0,0,0,0,0,0,0,4,
C=C1[C@@H]2C=c3c(=C[C@H]2OC=C2C(=NOC(=C4C=C(CC=C4)N)N2)C=CCC=C1)[nH]c(=O)[nH]3,6.01268134,1.1826,0.494152234,32,429.1800896,4,6,0,TRUE,0,0,0,0,1,0.2,3,0.6,0,0,0,0,0,0,0,0,0,0,5,
C1=C(OC)C(=CCC1=C=CC1=Cc2c(cc(C)cc2)CC1=NC(=O)O)F,4.067806518,4.92242,0.769313082,26,351.1270717,1,2,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
NS(C1=C(C)CC(=C1C)C1=CCC2=C(C1)C[C@@H](N2)C1=C(C)CCCC1)(O)O,4.610353956,5.8316,0.458583849,27,388.2184493,4,4,1,TRUE,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
N1=C2C(=CC=C(NC(=O)C(=C)[C@H]([C@@H]3CCCO3)C=C[C@H]3OCC3)[C@H]2CCN1)c1ccc2c(CCO2)c1,5.06961272,3.6806,0.45308838,36,487.2471065,2,6,0,TRUE,0,0,1,0.166666667,2,0.333333333,3,0.5,0,0,0,0,0,0,0,0,0,0,6,
c1cccc2c1C(=O)CNCN2,2.710127935,0.8419,0.593662002,12,162.0793129,2,3,0,TRUE,0,0,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,2,
C1[C@H]2C(=NC(=N)N=C2F)C[C@H]1C(=O)[C@H]1C=Cc2c([nH]nc2N1CC)OCC,5.260128055,2.38277,0.827314269,27,372.1710021,2,5,0,TRUE,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
c1cccc2c1[C@@H](C=C1C=CCC=C1)CO2,3.734274623,3.6051,0.687730982,16,210.1044651,0,1,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
C1(=CCO)C2=C3N=CC=C(C(=O)O)C=C3N[C@H]2C2=C=CC=CC=CC2=C1,5.098915945,2.2578,0.671300906,26,344.1160924,3,4,0,TRUE,0,0,0,0,1,0.25,1,0.25,1,0.25,1,0.25,0,0,0,0,0,0,4,
c1cc(OCO)cc2c1[nH]c(=O)s2,2.540165738,0.9182,0.703499254,13,197.0146641,2,4,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
