smiles,sa_score,logp,qed,heavy_atom_count,molecular_weight,h_bond_donors,h_bond_acceptors,lipinski_violations,pass_lipinski,ring_3_count,ring_3_prob,ring_4_count,ring_4_prob,ring_5_count,ring_5_prob,ring_6_count,ring_6_prob,ring_7_count,ring_7_prob,ring_8_count,ring_8_prob,ring_9_count,ring_9_prob,ring_10_count,ring_10_prob,ring_11_count,ring_11_prob,total_rings,error
c1(c(CCNC(=O)c2cncnc2)ccc(NCc2cc(C)ccc2)c1)F,2.172290459,3.50872,0.673266835,27,364.1699395,2,4,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
C(CCN1NCC(=N1)Nc1ccccc1)C,2.867574335,2.0323,0.812010564,16,218.1531466,2,4,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
c1cc(cc(c1CN[C@H]([C@@H]([C@@H]1C[C@H]1CC(=O)O)[C@H](C)O)N=O)F)OC,4.338279212,2.1242,0.555573783,25,354.1591001,3,6,0,TRUE,1,0.5,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
[C@H]12[C@@H](Cc3ccccc23)C(=NN1)NCCc1ccccc1,3.231560962,2.649,0.904634482,21,277.1578976,2,3,0,TRUE,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
[C@@H]1(CC[C@H](CC1)Nc1cnc2cc(ccc2c1)Nc1sc(C)nc1)NCC(=O)N,2.830627009,3.54132,0.474820631,29,410.1888805,4,7,0,TRUE,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,4,
c12[C@@H](SC(=NC)C)NCn2c2ccccc2c1,4.00455521,2.982,0.617974469,17,245.0986685,1,4,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
n1c(c2-c(cc(C)c(cc2)[C@@H](C(F)F)C(=O)O)n1)CCC=C1CC=CN(C)C1=O,4.028511839,3.55792,0.748650603,29,401.155098,1,4,0,TRUE,0,0,0,0,1,0.333333333,1,0.333333333,1,0.333333333,0,0,0,0,0,0,0,0,3,
F[C@]12[C@@]3(N[C@]23C=C2C(=NCCCC2)C1)CC=C,5.671398715,2.3202,0.57515072,17,232.1375768,1,2,0,TRUE,2,0.5,0,0,0,0,1,0.25,1,0.25,0,0,0,0,0,0,0,0,4,
n1cccc(OCc2cccnc2N)c1,2.008793608,1.6378,0.819538873,15,201.090212,1,4,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
S1CNC[C@H]1CCC(=O)O,4.007558152,0.5137,0.633048221,10,161.0510496,2,3,0,TRUE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
[C@@H]1(CNC2=N[C@@H](C)CCC2)CC[C@@H](CC1)C,3.338304724,3.3732,0.760825079,16,222.2095988,1,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
n1nc(cc2ccccc12)[C@@H]1NCCS1,3.284497728,1.9648,0.792149669,15,217.0673684,1,4,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
NC(=O)c1cnnc(NN)c1,2.693135721,-1.1389,0.367495584,11,153.0650598,3,5,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
C1(CCOCC1)[N@]1CC[C@H](CC1)Oc1ccc(C2=NN=C([C@@H]3CC(=N)C(=O)[C@@H]4CCCC[C@H]4C3)C2)cc1,4.232740419,5.06287,0.606994743,37,504.3100411,1,7,2,FALSE,0,0,0,0,1,0.166666667,4,0.666666667,1,0.166666667,0,0,0,0,0,0,0,0,6,
N1=CN=c2ccccc2=CC1,3.523050686,0.1286,0.494168026,11,144.0687483,0,2,0,TRUE,0,0,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,2,
c1(c2ccc(N)cc2)ccc(C(=O)c2ccccc2)cc1,1.52214299,4.1668,0.57469913,21,273.1153641,1,2,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
CO[C@H](c1nc(n[nH]1)C(=O)CC(C)(C)C)C,3.641139458,2.131,0.796927825,16,225.1477268,1,4,0,TRUE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
c1cc2C=CC(=C=C3C(=CC(=CC3)OC)C=O)c2cc1,3.781707042,3.6814,0.600019493,20,262.0993797,0,2,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
O=C1N[C@H]([C@@H](O)CC(=C)C)C2=CC3=CC=C(CC3=CN12)F,4.887064297,2.6722,0.784478626,21,288.127406,2,2,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
[nH]1nc(ncc1=O)C1=NC=C[C@@H](C2CC2)S1,4.172917767,0.9506,0.826669079,16,234.0575319,1,5,0,TRUE,1,0.333333333,0,0,0,0,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
C(=O)(c1ccc(o1)C[C@H]1C[C@@H](NNc2c(c(C[C@H](O)C)c(C)cc2)C)[C@H](O1)C)O,4.33768262,3.22314,0.502692906,29,402.2154721,4,6,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
C12=C3C(=N[C@H]2C=CC(=O)S1)CCC3,4.521962659,2.0772,0.586334181,13,191.0404849,0,3,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
c1(c(cccc1)NC(=O)[C@@H]1CCCS1)O,2.677516333,2.2263,0.75579958,15,223.0666997,2,3,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
C(=O)(NCSC)[C@@H](C(=O)N)CNC(=O)Nc1ccc(NS(=O)(=O)N2C[C@@H](CCC2)C)nc1,3.740922291,0.1299,0.230038097,32,487.167159,5,7,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
Cc1ccc(N=CNCCC(=O)N([C@H](C#N)C(=O)O)C)cc1,3.622246428,1.0697,0.445016343,22,302.1378904,2,4,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
c12c3c(cnc(OC(F)(F)F)c3ncn1)C[C@@H]([C@H]2O)C,4.092884246,2.149,0.86912998,20,285.0725112,1,5,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
[C@@H](OC)(C)CCNC1=CC=c2ccccc2=CO1,3.944269384,1.0913,0.84215637,18,245.1415788,1,3,0,TRUE,0,0,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,2,
n1c2C[C@H](CCc2c(c(CC)c1)Cc1cc(C)c(NS(=O)(=O)C(C)C)c(O)c1)CNNC(=O)CCN(C)C,3.830427795,3.07632,0.238727533,38,545.3035759,4,7,1,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
NC(=O)c1cc2C=C[C@H]3C(=NN=C[C@H]3CC3=NC(=O)C(=O)S3)Nc2cc1,4.619509855,1.4431,0.781846354,26,367.0739103,2,7,0,TRUE,0,0,0,0,1,0.25,2,0.5,1,0.25,0,0,0,0,0,0,0,0,4,
C1CNC[C@@H]1c1nc2ccccc2[nH]1,2.632495745,1.6398,0.712184567,14,187.1109474,2,2,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
c1(ccc2c(nncc2)n1)N,2.704786394,0.607,0.590890746,11,146.0592462,1,4,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
c12c(ccc([C@H]3C=N[C@@H](C4CC4)C3=O)c2)scc1,3.900317045,3.417,0.808177914,18,255.071785,0,3,0,TRUE,1,0.25,0,0,2,0.5,1,0.25,0,0,0,0,0,0,0,0,0,0,4,
n1c(cc(CC(=O)C)nc1)CNc1sc2c(ccc3[C@H](c23)N)n1,3.543615571,2.1914,0.74664876,23,325.0997311,2,7,0,TRUE,1,0.25,0,0,1,0.25,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
C1=CC(=CC(=O)[C@@H]1NC(=O)C)N(C)O,4.131456837,-0.1651,0.601737658,14,196.0847922,2,4,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
C(CC(=O)N)NCN1[C@H]2[C@H](c3c(cc(s3)C(=O)O)CC1)C2,3.917278265,0.5828,0.668241415,21,309.1147125,3,5,0,TRUE,1,0.333333333,0,0,1,0.333333333,0,0,1,0.333333333,0,0,0,0,0,0,0,0,3,
C1[C@@H](C[C@@H](C(=O)n2[nH]nc(C[C@H]3C(=CN(C)S3)C)c2=O)C=C1)C(O)O,5.316201191,0.5132,0.404416134,25,366.1361762,3,8,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
O(CC)c1ccc(CN)cn1,2.005387433,0.939,0.700761321,11,152.094963,1,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
c1ccncc1c1ccc(NC2=NC3=N[C@@H](SC3=C2)C)cc1,3.543783825,3.9478,0.913724384,22,306.0939174,1,5,0,TRUE,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
c1(C)ccc(cc1)Cl,1.033862876,2.64842,0.501501666,8,126.0236279,0,0,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
C1C(=NC(=C1)C1=CC=NC1=O)Nc1ccc(C#N)nc1,3.591577864,1.58868,0.876688693,20,263.0807099,1,5,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
N1(c2c1cc(NCCC1=Nc3sc4c(ccc(c4)C)c3CC(=O)N1)cc2)CC(=O)O,3.577795351,3.95032,0.525187381,30,420.1256115,3,6,0,TRUE,1,0.2,0,0,1,0.2,2,0.4,1,0.2,0,0,0,0,0,0,0,0,5,
c12C[C@@H](Cn2c(C)nn1)C1=CC=NC1,4.118499229,0.76962,0.652965104,14,188.1061964,0,4,0,TRUE,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,
c12-c(cnc1)cnc(OC)cn2,2.364650572,0.985,0.625223547,12,161.0589118,0,4,0,TRUE,0,0,0,0,1,0.5,0,0,1,0.5,0,0,0,0,0,0,0,0,2,
N1=C([C@H](C)N=C1)NC(=O)Nc1c(=CC#CC(=O)NO)c(=C=CC)cnc1,4.95077176,-0.7232,0.301913954,26,352.1283884,4,6,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
Cc1nc(cs1)c1c(N)cccc1,1.965149937,2.70072,0.702071108,13,190.0564693,1,3,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
C1OCCN(C1)C1=NC2=NN=C([C@H]2C=C1)N[C@H](CCC)C,4.258179229,1.4069,0.854193225,21,289.1902604,1,6,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
c12c(ccc3nc(n(C)c13)NNCC1=CCCN(C)C1)oc(CC(=O)O)c2,3.292475013,2.125,0.452407714,27,369.1800896,3,7,0,TRUE,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
C1=C2C(=C(N=N2)CCC)C=C=C([C@H](C=1)Cl)Cl,5.557679239,4.4442,0.512899176,16,252.0221037,0,2,0,TRUE,0,0,0,0,1,0.5,0,0,0,0,1,0.5,0,0,0,0,0,0,2,
c1c(c(Cl)ccc1)F,1.257075463,2.4791,0.506268037,8,129.998556,0,0,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
c12ccc(Cl)cc2ncn1N,2.485822173,1.4035,0.603231898,11,167.0250249,1,3,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
c1(S(O)(O)O)c(C)n(c2cc(ccc12)C1=NC(=O)C(=C1)c1cc([nH]c1)[C@@H]1CN1C)C,4.342929916,3.79672,0.47405803,30,426.1361762,4,6,0,TRUE,1,0.2,0,0,3,0.6,1,0.2,0,0,0,0,0,0,0,0,0,0,5,
Cc1ccc(C2=NC=N[C@H](S2)CCC)cc1O,3.788447537,3.34852,0.891184213,17,248.0983341,1,4,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
CCNC(=O)N1[C@@H](C)[C@@H](C(=N)NNc2ccc3OCCOc3c2O)C1,4.02935605,1.10697,0.240412813,25,349.1750042,5,6,0,TRUE,0,0,1,0.333333333,0,0,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
C1CC(c2cccnn2)CC1,2.300422714,2.1342,0.609365322,11,148.1000484,0,2,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
Oc1c(sc2c1nccc2)C,2.532774034,2.31032,0.649419057,11,165.0248348,1,3,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
[C@@H]1(CC(=O)c2nnc[nH]2)NC[C@H](C1)C(=O)N,4.337787136,-1.1591,0.557034967,16,223.1069247,3,5,0,TRUE,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,
Fc1cccc(ONc2cccnc2)c1,2.316876825,2.6266,0.780166321,15,204.0698911,1,3,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
c1(c2[nH]c3c(ccc(NC(=O)[C@H](C)CC(=O)N)c3)c2ccc1N=CC(=C)C(=O)C)C,3.547723633,3.92702,0.408943822,30,404.1848406,3,4,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
c1(ncc(nn1)CC)c1ccc(c(c1)C)O,2.413837706,2.11502,0.833121002,16,215.105862,1,4,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
CCCc1c[nH]cn1,2.814543113,1.3622,0.611462359,8,110.0843983,1,1,0,TRUE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
C1NCNN[C@@]21[C@@](N2CCC[C@H](O)C)(N)O,5.812301622,-2.581,0.233056258,16,231.1695249,6,7,1,TRUE,1,0.5,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
Nc1c(c2ccc(cc2)C(=O)O)[nH]c2=NC[C@H](c3ccc(O)cc3)CN=c12,3.469200661,1.7043,0.565940015,27,362.1378904,4,5,0,TRUE,0,0,0,0,1,0.25,2,0.5,1,0.25,0,0,0,0,0,0,0,0,4,
C1(=C=O)S[C@H]2N[C@H](CC2=C1)C[C@@H](C=O)O,5.564477722,0.013,0.523091644,15,225.0459642,2,5,0,TRUE,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,
c1sc(C=C2C(=O)N[C@H](C(=O)C)C2=O)cc1,3.527822176,0.788,0.468014363,16,235.0303141,1,4,0,TRUE,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,
C1(=NC(=O)[C@@H](Nc2ccc(cc2F)[C@H]2[C@@H](OCO2)C)C=C1)N,4.37008136,1.4937,0.883462152,22,305.1175696,2,5,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
C1(=c2c(=NC1)cccc2)CCCOC=CO,3.466249621,1.2965,0.596317594,16,217.1102787,1,3,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
C1(=NC[C@H]2C(=CCCOC2)C=C1)NC,4.267426433,1.137,0.624076512,14,192.1262631,1,3,0,TRUE,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,
c1c(ccc(c1)O)[C@H](C)O,2.145757053,1.4455,0.616147659,10,138.0680796,2,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
c1cccc([C@H]2C=C=C(C=C(C)C2)Cl)c1O,3.955922315,4.1036,0.72304684,16,232.0654927,1,1,0,TRUE,0,0,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,2,
c1(c(Cl)cc(C#N)cn1)N,2.424033469,1.18888,0.609101244,10,153.0093748,1,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
OC(=O)c1ccc(C#N)cc1,1.550721875,1.25648,0.649880794,11,147.0320284,1,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
C1C2=CSC(=N)C2=CN1C(=O)c1ccc([C@@H]2C=CCC(=O)C2)cc1,4.134032196,3.63697,0.838916329,24,336.0932488,1,4,0,TRUE,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
c1cc(c2ccc(cc2)N(c2c(cccc2)F)F)c(=O)[nH]c1,2.501664017,4.2036,0.735484129,22,298.0917694,1,2,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
C1(=Cc2c(cccc2)NCN1)c1ccc(CC2OO2)cc1,3.03544362,2.9877,0.670094035,21,280.1211778,2,4,0,TRUE,1,0.25,0,0,0,0,2,0.5,1,0.25,0,0,0,0,0,0,0,0,4,
C(=Cc1nc(c([nH]1)C)c1cccnc1)c1n[nH]nc1N[C@H]1C=CN(C)CC1,4.051216375,2.69832,0.645438966,27,362.1967427,3,6,0,TRUE,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
s1c2cc(ncc2c(c1C)C[C@H](CO)[C@H](CO)Cl)C1=NCC=C(C=C1)C(=O)N,4.617676619,2.12602,0.596965498,28,419.1070402,3,6,0,TRUE,0,0,0,0,1,0.333333333,1,0.333333333,1,0.333333333,0,0,0,0,0,0,0,0,3,
c1ncc(CNc2cc3cc4c(ccc(C=N)c4)nc3cc2)cc1,2.415866173,4.39277,0.433708145,24,312.1374965,2,4,0,TRUE,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,4,
c1cc(nc2ccccc12)N,1.67298399,1.817,0.612084773,11,144.0687483,1,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
c12c(sc(c3cnc(CN=Nc4cccnc4)s3)n2)cc(OCOC)cc1,3.076804039,5.0814,0.320695518,27,397.0667167,0,9,1,TRUE,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
c12c(c3ncsc3)csc2c(c[nH]1)Cl,3.299420548,4.0063,0.684245811,14,239.9582678,1,3,0,TRUE,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,
c1c(c2scnn2)cccc1,2.062633903,2.2051,0.642073352,11,162.0251692,0,3,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
c1(ccc(C2=Nc3c(C2)c(C)[nH]n3)cc1)[C@H]1[P@@](=O)(O)C1,4.277671599,2.72012,0.833495197,20,287.0823633,2,3,0,TRUE,1,0.25,0,0,2,0.5,1,0.25,0,0,0,0,0,0,0,0,0,0,4,
[C@H]12C(=NCC=N2)N=C(C(=C1)C)N,5.031161374,0.155,0.541287222,12,162.0905463,1,4,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
c12c(cnnc2cccc1)C[C@@H](O)c1cnccc1,2.710865751,2.3009,0.775606103,19,251.105862,1,4,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
c1nc([C@@]2(Cc3c(cccc3)CO2)C)ccc1c1ccccc1,2.845597143,4.7367,0.682003957,23,301.1466642,0,2,0,TRUE,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,4,
O=C(O)CCCc1ccccc1,1.293122557,2.0939,0.739413732,12,164.0837296,1,1,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
c1c2sc(=N)sc2ccc1,2.925560083,2.44227,0.622886302,10,166.9863412,1,3,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
OC1=CC=NC2=NC(=N)S[C@H]12,4.978542117,0.96137,0.563840271,11,167.0153328,2,4,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
CC1=C=CC2=C(c3[nH]nc(NC(=O)O[C@@H](NC(=O)NCCC)C)c3SC2=C=CO1)C,4.904802378,3.9782,0.415466217,30,429.1470752,4,6,0,TRUE,0,0,0,0,1,0.333333333,1,0.333333333,0,0,1,0.333333333,0,0,0,0,0,0,3,
N(Cc1cc(OC)c(nc1)Cl)CCO,2.250656917,0.8255,0.565554645,14,216.0665553,2,4,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
n1cnc2[C@@H](C=Nc2c1)N=C(N)N,4.272731594,-0.493,0.444647883,13,176.0810443,2,4,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
C1=NC2=N[C@@H](C)S[C@@H]2S[C@@H]1C1=CC=CC1,5.536816883,2.8763,0.699049348,15,236.0441904,0,4,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
c1(nnc(c(C[C@H]2C[C@H]3C(=O)N=CN=C3O2)n1)N)c1ccccc1C,4.210078743,1.34382,0.904062429,25,336.1334738,1,7,0,TRUE,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,4,
N1([C@@H]2C=C[C@H](Cc3n(nc(c3)S(O)(O)O)C)C=CN12)C[C@H]1COC(=O)C1,5.519119419,1.6666,0.40063188,26,382.1310908,3,9,0,TRUE,1,0.25,0,0,2,0.5,0,0,1,0.25,0,0,0,0,0,0,0,0,4,
c1cc(c2cnc(CO)cc2c1)O,2.283416881,1.4327,0.688968786,13,175.0633285,2,3,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
c1cc(C2=NNC=C(NC(=O)C3=CC[C@@H](NC3)C)C=C2)ccc1N1CCCC1,3.821456769,2.4161,0.753814518,28,377.2215605,3,5,0,TRUE,0,0,0,0,1,0.25,2,0.5,1,0.25,0,0,0,0,0,0,0,0,4,
c1[nH]cc(C(=O)NC2CCCC2)c1,2.214466876,1.6871,0.710757698,13,178.1106131,2,1,0,TRUE,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,
c12nc(sc2cc2cc3cc(S(O)O)cnc3nc2nc1=O)N,3.839898353,2.0362,0.384138622,23,347.0146811,4,9,0,TRUE,0,0,0,0,1,0.25,2,0.5,1,0.25,0,0,0,0,0,0,0,0,4,
O=NCC(=N)Nc1oc(nc1)C,4.011636666,1.13859,0.401822944,12,168.0647255,2,5,0,TRUE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
O=CNC(=O)NN[C@H](CC)C,3.761480596,-0.2549,0.390905273,11,159.1007767,3,3,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CNC(=N)C1=C(N([C@]23O[C@]42CN=C(c2ccccc2)C[N@@]34)CO1)N,5.474051716,-0.20063,0.403827473,24,326.1491238,3,7,0,TRUE,2,0.4,0,0,1,0.2,2,0.4,0,0,0,0,0,0,0,0,0,0,5,
O=C(NCC[C@@H]1[N@@]2[C@@H](ON1)[C@H]([C@H]1CN[C@H](C(=O)N(CC(=O)O)O)CC1)CC2)[C@@H]1NC[C@@H]2n3c(NC[C@H]2C1)c(COC)c(O)c3F,5.830485653,-0.8903,0.116006762,45,638.3187886,8,13,3,FALSE,0,0,0,0,3,0.5,3,0.5,0,0,0,0,0,0,0,0,0,0,6,
N(=CC(=O)N)Cc1cccc(C)c1,2.582712827,1.05112,0.687470514,13,176.094963,1,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
c12Oc1ccc(NC(=O)C)c2,1.87146386,1.7507,0.627352641,11,149.0476785,1,2,0,TRUE,1,0.5,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
c1(=N)c2cc(ccc2nc(Cc2c[nH]cn2)[nH]1)NC1=NN=CC1,3.806902216,1.55617,0.58765267,23,306.1341424,4,6,0,TRUE,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
c1nc(cc([C@H](CC(=O)O)O)n1)c1cnn[nH]1,3.831809076,-0.2302,0.667802666,17,235.0705391,3,6,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
C1Cc2nc(sc2NC1)Nc1cc2SC(=Cc3cc(ccc3)NC(=O)O)N(C)c2cc1F,3.197237997,6.0143,0.371790995,32,469.1042451,4,7,1,TRUE,0,0,0,0,2,0.4,3,0.6,0,0,0,0,0,0,0,0,0,0,5,
c1cc2n(c(=O)[nH]c2cc1C1CCCC1)Cc1occc1,2.299504911,3.6285,0.797182294,21,282.1368278,1,3,0,TRUE,0,0,0,0,3,0.75,1,0.25,0,0,0,0,0,0,0,0,0,0,4,
C(=CC(C)C)Cc1cccs1,2.721273785,3.5028,0.602788782,11,166.0816214,0,1,0,TRUE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
C1(=NC=C2NC(=O)CC=C=C2C1)CCc1ccc(nc1)C,3.969584604,2.61012,0.864664747,21,279.1371622,1,3,0,TRUE,0,0,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,3,
N(c1ncc(cc1)C1=C[C@H](N=N1)CCCCN)C(=O)O,3.600938704,2.4758,0.691827047,20,275.1382248,3,5,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
c1(ccc(cc1)[C@@H]1C(O)(O)C1)N[C@H]1O[C@H]1c1cc(CCC)ncc1,3.876009987,2.7118,0.561856132,24,326.1630426,3,5,0,TRUE,2,0.5,0,0,0,0,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
[C@H]1(OCc2cc3c(ccc(c3)C(=O)NCCOCCO)nn2)CN(CCO)CC1,3.137875135,-0.0483,0.446565744,29,404.20597,3,8,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
Nc1ncccc1F,2.221900638,0.8029,0.538807775,8,112.0436764,1,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
c1cc(C#N)cc2C=C(NNCc12)C1=CCC(=O)N=C1,3.75297866,1.43448,0.804155012,20,264.101111,2,4,0,TRUE,0,0,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,3,
c12-c(cnc([nH]2)N)c(cn1)CN,3.045756494,-0.0496,0.549052631,12,163.0857953,3,4,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
O[C@H]1O[C@]1(N)[C@H]1N=C(CCC[C@H]2CCC(=C(C)C2)NCCC[C@H]2C(=O)N2C=C2C[C@H](O)CCC2)N1,5.479754987,1.9616,0.222021728,35,487.3158548,5,8,0,TRUE,2,0.4,1,0.2,0,0,2,0.4,0,0,0,0,0,0,0,0,0,0,5,
